AnimalID,AnimalType,IntakeDate,IntakeType,IntakeSubtype,PrimaryColor,PrimaryBreed,Gender,SecondaryColor,DOB,IntakeReason,IntakeInternalStatus,IntakeAsilomarStatus,ReproductiveStatusAtIntake,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeAsilomarStatus,ReproductiveStatusAtOutcome
A615839,CAT,4/21/2017 17:36,STRAY,OTC,BROWN TABBY,DOMESTIC SHORTHAIR,FEMALE,WHITE,4/21/2015 0:00,STRAY,NORMAL,HEALTHY,FERTILE,4/26/2017 16:58,TRANSFER,KHS,HEALTHY,FERTILE
A545975,CAT,11/21/2014 16:51,STRAY,OTC,ORANGE,DOMESTIC SHORTHAIR,SPAYED FEMALE,WHITE,11/21/2009 0:00,STRAY,NORMAL,HEALTHY,ALTERED,12/30/2014 14:34,ADOPTION,WALK IN,HEALTHY,ALTERED
A546001,DOG,11/22/2014 12:27,STRAY,OTC,TAN,JACK RUSS TER,SPAYED FEMALE,WHITE,11/22/2004 0:00,STRAY,NORMAL,HEALTHY,ALTERED,12/3/2014 23:59,TRANSFER,RESCUE GRP,HEALTHY,ALTERED
A454822,DOG,2/21/2013 15:57,OWNER SUR,OTC,BLACK BRINDLE,BOXER,NEUTERED MALE,WHITE,8/6/2011 0:00,OWNER PROB,NORMAL,HEALTHY,ALTERED,2/24/2013 12:34,ADOPTION,WALK IN,HEALTHY,ALTERED
A600953,CAT,9/26/2016 8:00,FOSTER,RETURN,BLACK,DOMESTIC SHORTHAIR,MALE,BLACK,9/22/2013 0:00,STRAY,DEAD,HEALTHY,FERTILE,9/26/2016 23:59,EUTH,MEDICAL,HEALTHY,FERTILE
A612784,DOG,3/15/2017 14:21,STRAY,FIELD,BROWN,BOXER,FEMALE,TRICOLOR,9/15/2016 0:00,STRAY,NORMAL,HEALTHY,FERTILE,3/21/2017 23:59,TRANSFER,KHS,HEALTHY,FERTILE
A592131,CAT,6/13/2016 12:40,STRAY,OTC,GRAY,DOMESTIC SHORTHAIR,SPAYED FEMALE,WHITE,6/13/2004 0:00,OWNER DIED,AGED,TREATABLE/MANAGEABLE,ALTERED,6/22/2016 17:35,EUTH,MEDICAL,HEALTHY,ALTERED
A604984,CAT,11/19/2016 18:58,STRAY,FIELD,ORANGE TABBY,DOMESTIC SHORTHAIR,MALE,WHITE,11/19/2013 0:00,STRAY,INJURED,HEALTHY,FERTILE,11/22/2016 14:38,EUTH,MEDICAL,HEALTHY,FERTILE
A608039,DOG,1/13/2017 17:10,OWNER SUR,OTC,BLACK,BRUSSELS GRIFFON,NEUTERED MALE,SILVER,7/8/2014 0:00,MOVE,NORMAL,HEALTHY,ALTERED,1/14/2017 13:46,ADOPTION,FACEBOOK,HEALTHY,ALTERED
A584088,DOG,2/26/2016 16:02,OWNER SUR,EUTH REQ,BLACK,FIELD SPANIEL,SPAYED FEMALE,WHITE,2/26/2004 0:00,HOUSE SOIL,AGED,TREATABLE/MANAGEABLE,ALTERED,3/4/2016 17:39,ADOPTION,REFERRAL,HEALTHY,ALTERED
A351786,DOG,5/31/2008 8:53,OWNER SUR,OTC,BLACK,ROTTWEILER,FEMALE,BROWN BRINDLE,12/31/2007 0:00,COST,NORMAL,HEALTHY,FERTILE,5/31/2008 11:44,EUTH,MEDICAL,HEALTHY,FERTILE
A612777,DOG,7/24/2017 16:30,STRAY,FIELD,WHITE,LABRADOR RETRIEVER,SPAYED FEMALE,BROWN,3/15/2015 0:00,STRAY,NORMAL,HEALTHY,ALTERED,7/31/2017 18:55,RTO,IN KENNEL,HEALTHY,ALTERED
A611900,DOG,3/3/2017 9:14,STRAY,FIELD,BROWN,BOXER,MALE,WHITE,3/3/2009 0:00,STRAY,NORMAL,HEALTHY,FERTILE,3/3/2017 23:59,RTO,IN FIELD,HEALTHY,FERTILE
A623515,CAT,8/15/2017 16:35,STRAY,OTC,BROWN TABBY,DOMESTIC SHORTHAIR,MALE,WHITE,7/22/2017 0:00,STRAY,NURSING,HEALTHY,FERTILE,8/22/2017 11:49,TRANSFER,KHS,HEALTHY,FERTILE
A404497,CAT,2/10/2010 22:55,OWNER SUR,FIELD,WHITE,DOMESTIC SHORTHAIR,NEUTERED MALE,BLACK,2/10/2005 0:00,MOVE,SICK,HEALTHY,ALTERED,2/14/2010 23:59,EUTH,MEDICAL,HEALTHY,ALTERED
A575677,OTHER,11/3/2015 15:05,OWNER SUR,OTC,BROWN,GUINEA PIG,FEMALE,WHITE,10/27/2015 0:00,TOO MANY,NORMAL,HEALTHY,FERTILE,11/4/2015 14:40,FOSTER,MEDICAL,HEALTHY,FERTILE
A595253,CAT,7/22/2016 14:56,STRAY,OTC,WHITE,DOMESTIC SHORTHAIR,FEMALE,CALICO POINT,3/22/2016 0:00,STRAY,NORMAL,HEALTHY,FERTILE,8/10/2016 7:37,TRANSPORT,RESCUE GRP,HEALTHY,FERTILE
A619445,DOG,6/7/2017 13:54,OWNER SUR,EUTH REQ,BLACK,GERMAN SHEPHERD DOG,NEUTERED MALE,TAN,6/7/2007 0:00,EUTH OLD,AGED,TREATABLE/MANAGEABLE,ALTERED,6/7/2017 15:27,EUTH,REQUESTED,HEALTHY,ALTERED
A481299,DOG,12/6/2012 15:07,OWNER SUR,OTC,CREAM,LABRADOR RETRIEVER,NEUTERED MALE,WHITE,12/6/2007 0:00,MOVE,NORMAL,HEALTHY,ALTERED,12/29/2012 11:23,TRANSFER,RESCUE GRP,HEALTHY,ALTERED
A594898,DOG,7/16/2016 11:14,STRAY,OTC,WHITE,LABRADOR RETRIEVER,FEMALE,TAN,7/16/2015 0:00,STRAY,OTHER,HEALTHY,FERTILE,7/30/2016 14:41,EUTH,TIME/SPACE,HEALTHY,FERTILE
A611860,DOG,3/2/2017 13:59,OWNER SUR,OTC,BROWN,GERMAN SHEPHERD DOG,SPAYED FEMALE,BLACK,3/2/2016 0:00,LANDLORD,NORMAL,HEALTHY,ALTERED,3/3/2017 23:59,ADOPTION,FRIEND,HEALTHY,ALTERED
A573886,DOG,10/13/2015 15:34,DISPOSAL,STRAY,BLACK,LABRADOR RETRIEVER,MALE,WHITE,2/13/2015 0:00,STRAY,DEAD,HEALTHY,FERTILE,10/17/2015 23:59,DISPOSAL,DEAD ARRIV,HEALTHY,FERTILE
A608492,DOG,1/21/2017 13:17,STRAY,OTC,GRAY,SHIH TZU,MALE,BLACK,1/21/2012 0:00,STRAY,OTHER,HEALTHY,FERTILE,1/26/2017 23:59,TRANSFER,KHS,HEALTHY,FERTILE
A614425,CAT,4/4/2017 13:42,STRAY,OTC,GRAY,DOMESTIC SHORTHAIR,FEMALE,WHITE,2/4/2017 0:00,STRAY,NURSING,HEALTHY,FERTILE,4/4/2017 14:10,TRANSFER,KHS,HEALTHY,FERTILE
A453062,DOG,1/18/2017 13:33,OWNER SUR,EUTH REQ,BLACK,ROTTWEILER,SPAYED FEMALE,TAN,3/27/2006 0:00,PETMEDICAL,AGED,TREATABLE/MANAGEABLE,ALTERED,1/18/2017 14:03,EUTH,REQUESTED,HEALTHY,ALTERED
A079774,DOG,6/20/2011 23:21,OWNER SUR,FIELD,BROWN,AMERICAN STAFFORDSHIRE TERRIER,FEMALE,WHITE,1/30/1999 0:00,TOO OLD,AGED,TREATABLE/MANAGEABLE,FERTILE,6/20/2011 23:47,EUTH,REQUESTED,HEALTHY,FERTILE
A622656,DOG,8/1/2017 18:47,STRAY,OTC,TAN,SOFT-COATED WHEATEN TERRIER,SPAYED FEMALE,TAN,8/1/2014 0:00,STRAY,NORMAL,HEALTHY,ALTERED,8/10/2017 15:00,ADOPTION,WALK IN,HEALTHY,ALTERED
A470601,DOG,10/15/2016 11:28,OWNER SUR,RETURN 30,BLACK,SHIH TZU,NEUTERED MALE,WHITE,10/20/2011 0:00,MOVE,NORMAL,HEALTHY,ALTERED,10/21/2016 18:02,ADOPTION,PRV ADOPT,HEALTHY,ALTERED
A590704,DOG,5/21/2016 11:43,STRAY,OTC,BLACK,SHIH TZU,MALE,GOLD,11/21/2014 0:00,STRAY,NORMAL,HEALTHY,FERTILE,5/28/2016 8:38,TRANSPORT,RESCUE GRP,HEALTHY,FERTILE
A601108,CAT,9/25/2016 11:29,STRAY,FIELD,BROWN TABBY,DOMESTIC MEDIUMHAIR,FEMALE,ORANGE TABBY,8/25/2016 0:00,STRAY,DEAD,HEALTHY,FERTILE,10/12/2016 8:22,DIED,IN KENNEL,HEALTHY,FERTILE
A609889,DOG,2/9/2017 12:40,STRAY,FIELD,BROWN,AMERICAN PIT BULL TERRIER,FEMALE,WHITE,2/9/2014 0:00,STRAY,NORMAL,HEALTHY,FERTILE,2/14/2017 14:28,DISPOSAL,STRAY,HEALTHY,FERTILE
A558201,REPTILE,4/21/2015 14:34,OWNER SUR,OTC,GREEN,LIZARD,FEMALE,BROWN,4/21/2013 0:00,MOVE,NORMAL,HEALTHY,FERTILE,6/8/2015 23:59,ADOPTION,INTERNET,HEALTHY,FERTILE
A625004,DOG,9/11/2017 16:03,STRAY,OTC,BROWN,GERMAN SHEPHERD DOG,SPAYED FEMALE,BLACK,9/11/2016 0:00,STRAY,NORMAL,HEALTHY,ALTERED,9/12/2017 23:59,RTO,IN KENNEL,HEALTHY,ALTERED
A612530,CAT,3/9/2017 18:51,STRAY,FIELD,BLACK,DOMESTIC SHORTHAIR,FEMALE,WHITE,2/22/2017 0:00,STRAY,NORMAL,HEALTHY,FERTILE,3/10/2017 14:48,TRANSFER,KHS,HEALTHY,FERTILE
A596690,DOG,8/10/2016 12:49,STRAY,OTC,BLACK,RAT TERRIER,MALE,BROWN BRINDLE,12/10/2015 0:00,STRAY,NORMAL,HEALTHY,FERTILE,8/18/2016 14:47,TRANSFER,KHS,HEALTHY,FERTILE
A606733,DOG,12/17/2016 12:58,STRAY,FIELD,TAN,BEAGLE,MALE,WHITE,10/17/2016 0:00,STRAY,NURSING,HEALTHY,FERTILE,12/22/2016 8:19,TRANSPORT,RESCUE GRP,HEALTHY,FERTILE
A498662,DOG,7/29/2013 14:14,OWNER SUR,OTC,WHITE,PIT BULL TERRIER,FEMALE,BROWN,10/29/2012 0:00,OTHER PET,OTHER,HEALTHY,FERTILE,8/1/2013 14:16,EUTH,TIME/SPACE,HEALTHY,FERTILE
A578862,DOG,12/15/2015 12:54,OWNER SUR,EUTH REQ,TAN,GERMAN SHEPHERD DOG,NEUTERED MALE,WHITE,12/15/2011 0:00,AGG PEOPLE,AGGRESSIVE,UNHEALTHY/UNTREATABLE,ALTERED,12/15/2015 13:43,EUTH,REQUESTED,HEALTHY,ALTERED
A610749,DOG,2/20/2017 17:31,STRAY,OTC,GRAY,STAFFORDSHIRE BULL TERRIER,MALE,WHITE,2/20/2015 0:00,STRAY,NORMAL,HEALTHY,FERTILE,3/21/2017 14:36,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A611768,DOG,3/1/2017 13:51,OWNER SUR,FIELD,BLACK BRINDLE,PIT BULL TERRIER,FEMALE,BLACK,3/1/2016 0:00,EUTH BEHAV,AGG ANIMAL,HEALTHY,FERTILE,3/1/2017 23:59,EUTH,AGRESSION,HEALTHY,FERTILE
A593196,CAT,6/28/2016 18:01,STRAY,OTC,BLACK,DOMESTIC SHORTHAIR,MALE,WHITE,6/28/2011 0:00,STRAY,INJURED,HEALTHY,FERTILE,6/28/2016 18:17,EUTH,MEDICAL,HEALTHY,FERTILE
A597643,CAT,9/10/2016 14:43,FOSTER,RETURN,LILAC POINT,SIAMESE,MALE,WHITE,7/1/2016 0:00,RESPONSIBL,SICK,HEALTHY,FERTILE,9/10/2016 19:20,FOSTER,MEDICAL,HEALTHY,FERTILE
A622671,DOG,8/2/2017 9:40,STRAY,FIELD,BLACK,PIT BULL TERRIER,NEUTERED MALE,WHITE,8/8/2015 0:00,STRAY,OTHER,HEALTHY,ALTERED,8/15/2017 13:00,ADOPTION,INTERNET,HEALTHY,ALTERED
A625523,CAT,9/20/2017 10:32,STRAY,FIELD,BUFF,DOMESTIC SHORTHAIR,FEMALE,WHITE,9/14/2017 0:00,STRAY,NORMAL,HEALTHY,FERTILE,9/22/2017 14:02,TRANSFER,KHS,HEALTHY,FERTILE
A624828,RABBIT,9/6/2017 16:21,STRAY,OTC,WHITE,RABBIT SH,MALE,BROWN,9/6/2016 0:00,STRAY,NORMAL,HEALTHY,FERTILE,9/13/2017 18:03,TRANSFER,RESCUE GRP,HEALTHY,FERTILE
A615320,DOG,4/14/2017 22:34,STRAY,OTC,BLACK,MINIATURE PINSCHER,SPAYED FEMALE,TAN,4/14/2011 0:00,STRAY,NORMAL,HEALTHY,ALTERED,4/19/2017 15:50,RTO,IN KENNEL,HEALTHY,ALTERED
A413165,CAT,6/5/2010 13:20,OWNER SUR,OTC,ORANGE TABBY,DOMESTIC SHORTHAIR,NEUTERED MALE,WHITE,6/5/2007 0:00,MOVE,NORMAL,HEALTHY,ALTERED,6/9/2010 13:08,EUTH,TIME/SPACE,HEALTHY,ALTERED
A575476,DOG,12/11/2015 15:53,FOSTER,RETURN,BROWN BRINDLE,BOXER,SPAYED FEMALE,WHITE,10/30/2007 0:00,ESCAPES,NORMAL,HEALTHY,ALTERED,12/26/2015 16:48,ADOPTION,FRIEND,TREATABLE/MANAGEABLE,ALTERED
A607918,DOG,1/11/2017 22:58,OWNER SUR,FIELD,TAN,CHIHUAHUA - SMOOTH COATED,MALE,WHITE,1/12/2009 0:00,ILL,HEARTWORM,HEALTHY,FERTILE,1/26/2017 23:59,RTO,IN KENNEL,HEALTHY,FERTILE
A401498,DOG,9/15/2016 13:53,OWNER SUR,RETURN 30,TAN,FEIST,NEUTERED MALE,WHITE,1/15/2009 0:00,NO TIME,NORMAL,HEALTHY,ALTERED,9/20/2016 14:09,TRANSFER,KHS,HEALTHY,ALTERED
A609317,DOG,1/31/2017 18:19,OWNER SUR,OTC,BLACK,GERMAN SHEPHERD DOG,MALE,TAN,2/4/2012 0:00,NO HOME,HEARTWORM,HEALTHY,FERTILE,2/2/2017 13:08,TRANSFER,RESCUE GRP,HEALTHY,FERTILE
A563375,CAT,6/18/2015 12:49,STRAY,OTC,GRAY TABBY,DOMESTIC SHORTHAIR,NEUTERED MALE,WHITE,6/18/2006 0:00,STRAY,OTHER,HEALTHY,ALTERED,6/27/2015 9:04,EUTH,MEDICAL,HEALTHY,ALTERED
A494058,DOG,10/3/2016 1:44,STRAY,FIELD,WHITE,PIT BULL TERRIER,MALE,TAN,12/12/2009 0:00,STRAY,INJURED,HEALTHY,FERTILE,10/26/2016 23:59,DISPOSAL,DEAD ARRIV,HEALTHY,FERTILE
A436052,DOG,12/13/2016 0:24,CONFISCATE,BITE,WHITE,PIT BULL TERRIER,MALE,BROWN,11/27/2010 0:00,BITES,DEAD,HEALTHY,FERTILE,12/13/2016 10:53,DISPOSAL,NECROPSY,HEALTHY,FERTILE
A479958,CAT,11/13/2012 17:34,OWNER SUR,OTC,GRAY,DOMESTIC LONGHAIR,SPAYED FEMALE,WHITE,11/13/2004 0:00,OWNER PROB,OBESE,HEALTHY,ALTERED,11/20/2012 14:55,EUTH,TIME/SPACE,HEALTHY,ALTERED
A616697,DOG,5/5/2017 18:55,STRAY,OTC,BLACK,ROTTWEILER,MALE,TAN,5/5/2014 0:00,STRAY,NORMAL,HEALTHY,FERTILE,5/8/2017 12:49,RTO,IN KENNEL,HEALTHY,FERTILE
A379421,CAT,9/29/2011 16:13,OWNER SUR,OTC,GRAY,DOMESTIC SHORTHAIR,NEUTERED MALE,WHITE,4/1/2008 0:00,COST,SICK,HEALTHY,ALTERED,9/29/2011 17:32,TRANSFER,KHS,HEALTHY,ALTERED
A484328,DOG,1/16/2013 13:52,OWNER SUR,OTC,TAN,PIT BULL TERRIER,FEMALE,WHITE,1/16/2007 0:00,MOVE,NORMAL,HEALTHY,FERTILE,1/18/2013 16:14,EUTH,TIME/SPACE,HEALTHY,FERTILE
A414777,CAT,6/26/2010 9:54,OWNER SUR,OTC,BROWN TABBY,DOMESTIC SHORTHAIR,NEUTERED MALE,WHITE,6/26/2007 0:00,TOO MANY,NORMAL,HEALTHY,ALTERED,12/1/2010 18:09,ADOPTION,PRV ADOPT,HEALTHY,ALTERED
A598162,CAT,8/26/2016 16:45,OWNER SUR,OTC,BLACK,DOMESTIC LONGHAIR,SPAYED FEMALE,WHITE,8/26/2014 0:00,ALLERGIC,NORMAL,HEALTHY,ALTERED,8/31/2016 17:42,ADOPTION,INTERNET,HEALTHY,ALTERED
A561738,CAT,6/16/2016 8:00,FOSTER,RETURN,TORTIE,DOMESTIC SHORTHAIR,SPAYED FEMALE,MUTED,5/28/2012 0:00,ALLERGIC,NORMAL,HEALTHY,ALTERED,6/16/2016 23:59,TRANSFER,KHS,HEALTHY,ALTERED
A607373,DOG,12/30/2016 9:23,STRAY,FIELD,BROWN,PIT BULL TERRIER,MALE,WHITE,12/30/2014 0:00,STRAY,DEAD,HEALTHY,FERTILE,1/4/2017 23:59,DISPOSAL,DEAD ARRIV,HEALTHY,FERTILE
A594854,DOG,7/15/2016 10:59,STRAY,FIELD,GRAY,PIT BULL TERRIER,FEMALE,BROWN BRINDLE,7/15/2011 0:00,STRAY,NORMAL,HEALTHY,FERTILE,7/25/2016 11:44,EUTH,TIME/SPACE,HEALTHY,FERTILE
A487241,CAT,3/6/2013 16:41,OWNER SUR,OTC,GRAY,DOMESTIC SHORTHAIR,FEMALE,WHITE,1/6/2013 0:00,RESPONSIBL,NORMAL,HEALTHY,FERTILE,3/7/2013 13:56,TRANSFER,KHS,HEALTHY,FERTILE
A617695,CAT,5/22/2017 12:07,OWNER SUR,OTC,BLACK,DOMESTIC SHORTHAIR,MALE,WHITE,4/23/2017 0:00,RESPONSIBL,NORMAL,HEALTHY,FERTILE,5/23/2017 22:18,TRANSPORT,RESCUE GRP,HEALTHY,FERTILE
A555090,DOG,7/13/2016 14:36,STRAY,FIELD,BLACK,PIT BULL TERRIER,SPAYED FEMALE,WHITE,10/19/2014 0:00,STRAY,NORMAL,HEALTHY,ALTERED,7/19/2016 17:36,ADOPTION,FRIEND,HEALTHY,ALTERED
A590428,CAT,5/18/2016 12:41,STRAY,OTC,GRAY TABBY,DOMESTIC SHORTHAIR,FEMALE,WHITE,3/18/2016 0:00,STRAY,NORMAL,HEALTHY,FERTILE,5/20/2016 10:23,TRANSFER,RESCUE GRP,HEALTHY,FERTILE
A592261,OTHER,6/15/2016 17:35,OWNER SUR,OTC,RED,GUINEA PIG,MALE,BLACK,6/15/2014 0:00,NO TIME,NORMAL,HEALTHY,FERTILE,6/26/2016 11:33,ADOPTION,WALK IN,HEALTHY,FERTILE
A604976,DOG,11/19/2016 12:33,OWNER SUR,EUTH REQ,WHITE,SHIH TZU,MALE,GRAY,11/19/1997 0:00,EUTH ILL,SICK,HEALTHY,FERTILE,11/19/2016 13:18,EUTH,REQUESTED,HEALTHY,FERTILE
A268921,DOG,3/7/2012 11:20,OWNER SUR,OTC,BLACK,MINIATURE PINSCHER,NEUTERED MALE,TAN,6/20/2003 0:00,OWNER DIED,NORMAL,HEALTHY,ALTERED,3/8/2012 13:42,TRANSFER,KHS,HEALTHY,ALTERED
A623368,DOG,8/11/2017 15:04,DISPOSAL,OWNER,BLACK,PIT BULL TERRIER,FEMALE,WHITE,8/11/2005 0:00,DOA,DEAD,HEALTHY,FERTILE,8/11/2017 23:59,DISPOSAL,DEAD ARRIV,HEALTHY,FERTILE
A625826,DOG,9/25/2017 13:49,STRAY,OTC,BROWN,AUSTRALIAN SHEPHERD,SPAYED FEMALE,WHITE,9/25/2016 0:00,STRAY,NORMAL,HEALTHY,ALTERED,10/11/2017 18:06,ADOPTION,FRIEND,HEALTHY,ALTERED
A551939,DOG,7/17/2015 13:30,OWNER SUR,EUTH REQ,BROWN,GERMAN SHEPHERD DOG,MALE,BLACK,1/31/2011 0:00,EUTH BEHAV,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,7/17/2015 16:01,EUTH,REQUESTED,HEALTHY,FERTILE
A606097,DOG,6/2/2017 11:40,STRAY,OTC,BLACK,GORDON SETTER,MALE,TAN,12/6/2013 0:00,STRAY,NORMAL,HEALTHY,FERTILE,6/2/2017 16:53,RTO,IN KENNEL,HEALTHY,FERTILE
A601385,DOG,9/28/2016 21:18,STRAY,FIELD,GRAY,SHIH TZU,MALE,WHITE,4/17/2010 0:00,STRAY,OTHER,HEALTHY,FERTILE,10/20/2016 12:15,TRANSFER,RESCUE GRP,HEALTHY,FERTILE
A587722,DOG,4/20/2016 17:37,CONFISCATE,CRUELTY,TAN,PIT BULL TERRIER,MALE,WHITE,4/20/2015 0:00,CRUELTY,DEAD,HEALTHY,FERTILE,4/22/2016 9:03,DISPOSAL,NECROPSY,HEALTHY,FERTILE
A588729,CAT,4/29/2016 13:50,STRAY,OTC,BROWN,MAINE COON,NEUTERED MALE,BLACK,4/29/2007 0:00,STRAY,NORMAL,HEALTHY,ALTERED,5/24/2016 15:37,ADOPTION,PS HURST,HEALTHY,ALTERED
A615288,CAT,4/13/2017 17:06,STRAY,OTC,BROWN TABBY,DOMESTIC SHORTHAIR,FEMALE,WHITE,4/13/2016 0:00,STRAY,OTHER,HEALTHY,FERTILE,4/18/2017 23:59,TRANSFER,KHS,HEALTHY,FERTILE
A441889,DOG,11/28/2016 14:51,STRAY,FIELD,RED,GREYHOUND,NEUTERED MALE,WHITE,4/9/2004 0:00,STRAY,AGED,TREATABLE/MANAGEABLE,ALTERED,11/29/2016 23:59,RTO,IN KENNEL,HEALTHY,ALTERED
A568416,CAT,8/12/2015 12:36,OWNER SUR,OTC,WHITE,DOMESTIC SHORTHAIR,NEUTERED MALE,GRAY,8/12/2013 0:00,LANDLORD,NORMAL,HEALTHY,ALTERED,8/29/2015 18:15,ADOPTION,FACEBOOK,HEALTHY,ALTERED
A622352,DOG,11/7/2017 12:15,RETURN,ADOPTION,BROWN,PIT BULL TERRIER,SPAYED FEMALE,WHITE,7/26/2012 0:00,CHILD PROB,NORMAL,HEALTHY,ALTERED,12/9/2017 23:59,ADOPTION,WALK IN,HEALTHY,ALTERED
A621906,DOG,7/15/2017 16:59,DISPOSAL,FIELD,WHITE,JACK RUSS TER,MALE,BROWN,6/15/2017 0:00,DOA,DEAD,HEALTHY,FERTILE,7/20/2017 23:59,DISPOSAL,DEAD ARRIV,HEALTHY,FERTILE
A611544,DOG,2/26/2017 17:27,STRAY,FIELD,BLACK BRINDLE,BOXER,SPAYED FEMALE,GRAY,7/26/2016 0:00,STRAY,NORMAL,HEALTHY,ALTERED,2/26/2017 17:35,RTO,IN FIELD,HEALTHY,ALTERED
A491342,DOG,5/10/2013 17:05,ET REQUEST,AGGRESSIVE,BROWN,BOXER,MALE,WHITE,5/10/2010 0:00,MOVE,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,5/10/2013 19:32,EUTH,REQUESTED,HEALTHY,FERTILE
A478378,CAT,10/19/2012 14:28,OWNER SUR,OTC,ORANGE,DOMESTIC SHORTHAIR,NEUTERED MALE,WHITE,10/19/2004 0:00,OWNER PROB,NORMAL,HEALTHY,ALTERED,10/24/2012 18:37,EUTH,TOO OLD,HEALTHY,ALTERED
A614247,DOG,3/30/2017 22:43,STRAY,FIELD,BLUE,PIT BULL TERRIER,MALE,WHITE,3/30/2015 0:00,STRAY,DEAD,HEALTHY,FERTILE,4/3/2017 23:59,DISPOSAL,DEAD ARRIV,HEALTHY,FERTILE
A424870,DOG,4/20/2015 12:19,OWNER SUR,EUTH REQ,BLACK,BORDER COLLIE,MALE,TAN,10/27/1998 0:00,EUTH OLD,AGED,TREATABLE/MANAGEABLE,FERTILE,4/20/2015 14:11,EUTH,REQUESTED,HEALTHY,FERTILE
A621683,CAT,7/12/2017 21:23,STRAY,OTC,BLACK,DOMESTIC LONGHAIR,MALE,WHITE,4/12/2017 0:00,STRAY,INJURED,HEALTHY,FERTILE,7/18/2017 23:59,TRANSFER,RESCUE GRP,HEALTHY,FERTILE
A437132,DOG,5/13/2011 9:41,OWNER SUR,OTC,WHITE,LABRADOR RETRIEVER,NEUTERED MALE,BLACK,2/14/2011 0:00,OWNER PROB,FEARFUL,HEALTHY,ALTERED,5/14/2011 23:59,TRANSFER,RESCUE GRP,HEALTHY,ALTERED
A630201,DOG,11/10/2017 15:47,STRAY,OTC,BLACK,PIT BULL TERRIER,FEMALE,WHITE,11/10/2013 0:00,STRAY,OTHER,HEALTHY,FERTILE,11/16/2017 14:46,EUTH,REQUESTED,HEALTHY,FERTILE
A617959,DOG,5/25/2017 13:58,STRAY,FIELD,TAN,SIBERIAN HUSKY,FEMALE,WHITE,5/25/2016 0:00,STRAY,NORMAL,HEALTHY,FERTILE,5/25/2017 14:51,RTO,IN FIELD,HEALTHY,FERTILE
A620201,DOG,6/19/2017 12:18,OWNER SUR,EUTH REQ,GRAY,PIT BULL TERRIER,FEMALE,WHITE,6/13/2017 0:00,EUTH YOUNG,NURSING,HEALTHY,FERTILE,6/19/2017 12:43,EUTH,REQUESTED,HEALTHY,FERTILE
A621931,DOG,7/17/2017 6:37,STRAY,FIELD,WHITE,SIBERIAN HUSKY,FEMALE,WHITE,7/17/2013 0:00,STRAY,INJURED,HEALTHY,FERTILE,7/17/2017 23:59,EUTH,MEDICAL,HEALTHY,FERTILE
A622456,DOG,7/27/2017 14:53,STRAY,FIELD,BLACK,BEAGLE,NEUTERED MALE,BROWN,7/27/2014 0:00,STRAY,OTHER,HEALTHY,ALTERED,8/10/2017 10:20,EUTH,BEHAV OBSV,HEALTHY,ALTERED
A575674,OTHER,11/3/2015 15:05,OWNER SUR,OTC,BLACK,GUINEA PIG,MALE,WHITE,5/3/2015 0:00,TOO MANY,NORMAL,HEALTHY,FERTILE,11/14/2015 12:00,FOSTER,TIME/SPACE,HEALTHY,FERTILE
A625512,CAT,9/20/2017 10:32,STRAY,FIELD,BUFF,DOMESTIC SHORTHAIR,MALE,WHITE,9/14/2017 0:00,STRAY,NORMAL,HEALTHY,FERTILE,9/22/2017 14:01,TRANSFER,KHS,HEALTHY,FERTILE
A628705,DOG,10/21/2017 12:52,STRAY,OTC,BROWN BRINDLE,COLLIE - SMOOTH,SPAYED FEMALE,WHITE,12/21/2016 0:00,STRAY,NORMAL,HEALTHY,ALTERED,10/24/2017 13:18,RTO,IN KENNEL,HEALTHY,ALTERED
A487855,BIRD,3/19/2013 15:48,OWNER SUR,OTC,GREEN,LOVEBIRD,MALE,ORANGE,3/19/2008 0:00,LANDLORD,NORMAL,HEALTHY,FERTILE,3/19/2013 16:19,TRANSFER,RESCUE GRP,HEALTHY,FERTILE
A597943,DOG,8/24/2016 1:43,STRAY,FIELD,BLACK,BORDER COLLIE,NEUTERED MALE,BROWN,8/25/2013 0:00,STRAY,OTHER,HEALTHY,ALTERED,8/26/2016 23:59,RTO,IN KENNEL,HEALTHY,ALTERED
A591526,DOG,6/3/2016 13:07,OWNER SUR,OTC,TAN,CATAHOULA LEOPARD HOUND,SPAYED FEMALE,WHITE,6/3/2012 0:00,NO HOME,NORMAL,HEALTHY,ALTERED,7/8/2016 17:25,TRANSFER,KHS,HEALTHY,ALTERED
A593747,CAT,7/5/2016 21:49,STRAY,FIELD,ORANGE TABBY,DOMESTIC SHORTHAIR,MALE,WHITE,6/5/2016 0:00,STRAY,NORMAL,HEALTHY,FERTILE,8/3/2016 12:19,EUTH,CONTAG DIS,HEALTHY,FERTILE
A614565,DOG,4/6/2017 13:26,STRAY,OTC,BLACK,LABRADOR RETRIEVER,NEUTERED MALE,WHITE,4/6/2015 0:00,STRAY,EMACIATED,HEALTHY,ALTERED,4/15/2017 17:46,ADOPTION,INTERNET,HEALTHY,ALTERED
